resume_id,profile_hash,dataset_version,split,target_job_family,education,school_category,major,english_level,experience,projects,skills_raw,skills_normalized,skill_levels,profile_text,screening_label,screening_label_original,screening_label_revised,label_disagreement
resume_b64406cf1dc05e4f,9117b3135e7a32df8504,revised_with_original_label_audit,dev,后端开发工程师,本科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":15,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Go""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask"",""Node.js""],""database"":[""MySQL""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Go"",""Spring Boot"",""Django"",""Flask"",""Node.js"",""MySQL""]","{""Python"":""熟练"",""Go"":""熟练"",""Spring Boot"":""掌握"",""Django"":""熟练"",""Flask"":""熟练"",""Node.js"":""了解"",""MySQL"":""熟练""}",意向岗位：后端开发工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（熟练）、Go（熟练）、Spring Boot（掌握）、Django（熟练）、Flask（熟练）、Node.js（了解）、MySQL（熟练）。工作经验：small_company企业经验：1―3年。项目经验：小型项目15个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_97b920ffeab4d1e1,1e477be42da4acdd3e35,revised_with_original_label_audit,train,数据工程师,本科,普通高校,计算机类,英语六级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""SQL""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[""TensorFlow/PyTorch"",""Hadoop/Spark""],""mobile"":[],""testing"":[]}","[""Python"",""SQL"",""MySQL"",""PostgreSQL"",""MongoDB"",""Redis"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark""]","{""Python"":""熟练"",""SQL"":""掌握"",""MySQL"":""熟练"",""PostgreSQL"":""掌握"",""MongoDB"":""掌握"",""Redis"":""熟练"",""TensorFlow"":""熟练"",""PyTorch"":""熟练"",""Hadoop"":""熟练"",""Spark"":""熟练""}",意向岗位：数据工程师。学历：本科。专业：计算机类。英语水平：英语六级。技能：Python（熟练）、SQL（掌握）、MySQL（熟练）、PostgreSQL（掌握）、MongoDB（掌握）、Redis（熟练）、TensorFlow（熟练）、PyTorch（熟练）、Hadoop（熟练）、Spark（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_7548a81b330524d4,224271acf07745c5b237,revised_with_original_label_audit,train,后端开发工程师,专科,普通高校,非计算机类,无,"[{""company_size"":""small_company"",""duration"":""5年以上""},{""company_size"":""medium_company"",""duration"":""3―5年""}]","{""small"":1,""medium"":6,""large"":0}","{""programming_language"":[""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask"",""RESTful API"",""Node.js""],""database"":[""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""JavaScript"",""SQL"",""Go"",""Spring Boot"",""Django"",""Flask"",""RESTful API"",""Node.js"",""MySQL"",""PostgreSQL"",""MongoDB"",""Redis""]","{""Java"":""精通"",""JavaScript"":""了解"",""SQL"":""熟练"",""Go"":""了解"",""Spring Boot"":""精通"",""Django"":""精通"",""Flask"":""精通"",""RESTful API"":""掌握"",""Node.js"":""精通"",""MySQL"":""了解"",""PostgreSQL"":""了解"",""MongoDB"":""了解"",""Redis"":""掌握""}",意向岗位：后端开发工程师。学历：专科。专业：非计算机类。英语水平：无。技能：Java（精通）、JavaScript（了解）、SQL（熟练）、Go（了解）、Spring Boot（精通）、Django（精通）、Flask（精通）、RESTful API（掌握）、Node.js（精通）、MySQL（了解）、PostgreSQL（了解）、MongoDB（了解）、Redis（掌握）。工作经验：small_company企业经验：5年以上；medium_company企业经验：3―5年。项目经验：小型项目1个，中型项目6个，大型项目0个。,不通过,不通过,不通过,False
resume_9f443c16b442f560,10c2fd726482ccfdd3f1,revised_with_original_label_audit,train,测试工程师,专科,普通高校,计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JMeter""]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""Selenium"",""JMeter""]","{""Python"":""熟练"",""Java"":""熟练"",""JavaScript"":""精通"",""SQL"":""熟练"",""Go"":""熟练"",""Selenium"":""熟练"",""JMeter"":""精通""}",意向岗位：测试工程师。学历：专科。专业：计算机类。英语水平：英语四级。技能：Python（熟练）、Java（熟练）、JavaScript（精通）、SQL（熟练）、Go（熟练）、Selenium（熟练）、JMeter（精通）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,通过,不通过,True
resume_6651b7bd5333bc7b,97969ff41d52d7665d0b,revised_with_original_label_audit,train,测试工程师,专科,普通高校,计算机类,无,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Java""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JMeter""]}","[""Java"",""Selenium"",""JMeter""]","{""Java"":""熟练"",""Selenium"":""掌握"",""JMeter"":""熟练""}",意向岗位：测试工程师。学历：专科。专业：计算机类。英语水平：无。技能：Java（熟练）、Selenium（掌握）、JMeter（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_8cf4583c294a4f48,638784e100ee9cd13e0f,revised_with_original_label_audit,train,移动开发工程师,专科,普通高校,计算机类,无,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[""Android (Kotlin)"",""iOS (Swift)"",""React Native/Flutter""],""testing"":[]}","[""Python"",""SQL"",""Go"",""Android"",""Kotlin"",""iOS"",""Swift"",""React Native"",""Flutter""]","{""Python"":""精通"",""SQL"":""了解"",""Go"":""熟练"",""Android"":""熟练"",""Kotlin"":""熟练"",""iOS"":""熟练"",""Swift"":""熟练"",""React Native"":""掌握"",""Flutter"":""掌握""}",意向岗位：移动开发工程师。学历：专科。专业：计算机类。英语水平：无。技能：Python（精通）、SQL（了解）、Go（熟练）、Android（熟练）、Kotlin（熟练）、iOS（熟练）、Swift（熟练）、React Native（掌握）、Flutter（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_4cb047a9d0e1b6be,6a15df1aa397d8e66110,revised_with_original_label_audit,dev,数据工程师,专科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":11,""medium"":0,""large"":0}","{""programming_language"":[""Java"",""SQL""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""TensorFlow/PyTorch"",""Hadoop/Spark"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Java"",""SQL"",""MySQL"",""MongoDB"",""Redis"",""Pandas"",""NumPy"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark"",""Tableau"",""Power BI"",""FineBI""]","{""Java"":""熟练"",""SQL"":""熟练"",""MySQL"":""熟练"",""MongoDB"":""熟练"",""Redis"":""掌握"",""Pandas"":""掌握"",""NumPy"":""掌握"",""TensorFlow"":""掌握"",""PyTorch"":""掌握"",""Hadoop"":""掌握"",""Spark"":""掌握"",""Tableau"":""了解"",""Power BI"":""了解"",""FineBI"":""了解""}",意向岗位：数据工程师。学历：专科。专业：计算机类。英语水平：英语四级。技能：Java（熟练）、SQL（熟练）、MySQL（熟练）、MongoDB（熟练）、Redis（掌握）、Pandas（掌握）、NumPy（掌握）、TensorFlow（掌握）、PyTorch（掌握）、Hadoop（掌握）、Spark（掌握）、Tableau（了解）、Power BI（了解）、FineBI（了解）。工作经验：small_company企业经验：1―3年。项目经验：小型项目11个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_abc928347b46c53e,f37f2d0c893bd099629a,revised_with_original_label_audit,train,数据工程师,本科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""5年以上""}]","{""small"":13,""medium"":5,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[""TensorFlow/PyTorch"",""Hadoop/Spark""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""MySQL"",""MongoDB"",""Redis"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark""]","{""Python"":""掌握"",""Java"":""了解"",""JavaScript"":""掌握"",""SQL"":""熟练"",""Go"":""掌握"",""MySQL"":""熟练"",""MongoDB"":""熟练"",""Redis"":""掌握"",""TensorFlow"":""掌握"",""PyTorch"":""掌握"",""Hadoop"":""熟练"",""Spark"":""熟练""}",意向岗位：数据工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（掌握）、Java（了解）、JavaScript（掌握）、SQL（熟练）、Go（掌握）、MySQL（熟练）、MongoDB（熟练）、Redis（掌握）、TensorFlow（掌握）、PyTorch（掌握）、Hadoop（熟练）、Spark（熟练）。工作经验：small_company企业经验：5年以上。项目经验：小型项目13个，中型项目5个，大型项目0个。,通过,不通过,通过,True
resume_e13c3363e7dd674a,486a47d6e0ec34412ec7,revised_with_original_label_audit,train,后端开发工程师,专科,普通高校,计算机类,无,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""Go""],""frontend"":[],""backend"":[""Spring Boot"",""Django/Flask""],""database"":[""MySQL"",""Redis""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""Go"",""Spring Boot"",""Django"",""Flask"",""MySQL"",""Redis""]","{""Python"":""熟练"",""Java"":""熟练"",""JavaScript"":""了解"",""Go"":""掌握"",""Spring Boot"":""熟练"",""Django"":""精通"",""Flask"":""精通"",""MySQL"":""精通"",""Redis"":""掌握""}",意向岗位：后端开发工程师。学历：专科。专业：计算机类。英语水平：无。技能：Python（熟练）、Java（熟练）、JavaScript（了解）、Go（掌握）、Spring Boot（熟练）、Django（精通）、Flask（精通）、MySQL（精通）、Redis（掌握）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_c500b17e46c0299c,3cedf3b1e694249c69dd,revised_with_original_label_audit,train,前端开发工程师,专科,普通高校,非计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL""],""frontend"":[""HTML/CSS"",""React/Vue"",""Webpack""],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""HTML"",""CSS"",""React"",""Vue"",""Webpack""]","{""Python"":""熟练"",""Java"":""熟练"",""JavaScript"":""掌握"",""SQL"":""掌握"",""HTML"":""掌握"",""CSS"":""掌握"",""React"":""熟练"",""Vue"":""熟练"",""Webpack"":""了解""}",意向岗位：前端开发工程师。学历：专科。专业：非计算机类。英语水平：英语四级。技能：Python（熟练）、Java（熟练）、JavaScript（掌握）、SQL（掌握）、HTML（掌握）、CSS（掌握）、React（熟练）、Vue（熟练）、Webpack（了解）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_b004d56dff9b43ec,2ce7ad28999cdb0f9e3a,revised_with_original_label_audit,test,云计算工程师,本科,普通高校,计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Java""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[""AWS/Azure"",""Docker/Kubernetes"",""Linux"",""Ansible"",""Terraform""],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""AWS"",""Azure"",""Docker"",""Kubernetes"",""Linux"",""Ansible"",""Terraform""]","{""Java"":""精通"",""AWS"":""熟练"",""Azure"":""熟练"",""Docker"":""掌握"",""Kubernetes"":""掌握"",""Linux"":""掌握"",""Ansible"":""掌握"",""Terraform"":""熟练""}",意向岗位：云计算工程师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Java（精通）、AWS（熟练）、Azure（熟练）、Docker（掌握）、Kubernetes（掌握）、Linux（掌握）、Ansible（掌握）、Terraform（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_b0d52c10982e7d65,b50111bc32bd54a9e7ed,revised_with_original_label_audit,train,测试工程师,专科,普通高校,非计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JMeter"",""Postman""]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""Selenium"",""JMeter"",""Postman""]","{""Python"":""掌握"",""Java"":""熟练"",""JavaScript"":""熟练"",""SQL"":""了解"",""Go"":""掌握"",""Selenium"":""精通"",""JMeter"":""熟练"",""Postman"":""熟练""}",意向岗位：测试工程师。学历：专科。专业：非计算机类。英语水平：英语四级。技能：Python（掌握）、Java（熟练）、JavaScript（熟练）、SQL（了解）、Go（掌握）、Selenium（精通）、JMeter（熟练）、Postman（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,不通过,不通过,False
resume_ea9a22571cac0dbe,0ae35e3d1584131a5d8c,revised_with_original_label_audit,dev,数据分析师,专科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""5年以上""},{""company_size"":""medium_company"",""duration"":""3―5年""}]","{""small"":12,""medium"":4,""large"":1}","{""programming_language"":[""Python"",""Java"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""Hadoop/Spark"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""SQL"",""Go"",""MySQL"",""MongoDB"",""Pandas"",""NumPy"",""Hadoop"",""Spark"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""熟练"",""Java"":""精通"",""SQL"":""掌握"",""Go"":""熟练"",""MySQL"":""掌握"",""MongoDB"":""精通"",""Pandas"":""熟练"",""NumPy"":""熟练"",""Hadoop"":""精通"",""Spark"":""精通"",""Tableau"":""掌握"",""Power BI"":""掌握"",""FineBI"":""掌握""}",意向岗位：数据分析师。学历：专科。专业：非计算机类。英语水平：英语四级。技能：Python（熟练）、Java（精通）、SQL（掌握）、Go（熟练）、MySQL（掌握）、MongoDB（精通）、Pandas（熟练）、NumPy（熟练）、Hadoop（精通）、Spark（精通）、Tableau（掌握）、Power BI（掌握）、FineBI（掌握）。工作经验：small_company企业经验：5年以上；medium_company企业经验：3―5年。项目经验：小型项目12个，中型项目4个，大型项目1个。,不通过,通过,不通过,True
resume_70654f64c3580b2a,934fbd4535426ab332a3,revised_with_original_label_audit,dev,全栈开发工程师,本科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""5年以上""},{""company_size"":""medium_company"",""duration"":""5年以上""}]","{""small"":1,""medium"":3,""large"":1}","{""programming_language"":[""Java"",""JavaScript""],""frontend"":[""HTML/CSS"",""React/Vue""],""backend"":[""Spring Boot"",""Django/Flask""],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[]}","[""Java"",""JavaScript"",""HTML"",""CSS"",""React"",""Vue"",""Spring Boot"",""Django"",""Flask"",""MySQL"",""MongoDB""]","{""Java"":""熟练"",""JavaScript"":""熟练"",""HTML"":""精通"",""CSS"":""精通"",""React"":""掌握"",""Vue"":""掌握"",""Spring Boot"":""精通"",""Django"":""熟练"",""Flask"":""熟练"",""MySQL"":""熟练"",""MongoDB"":""掌握""}",意向岗位：全栈开发工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Java（熟练）、JavaScript（熟练）、HTML（精通）、CSS（精通）、React（掌握）、Vue（掌握）、Spring Boot（精通）、Django（熟练）、Flask（熟练）、MySQL（熟练）、MongoDB（掌握）。工作经验：small_company企业经验：5年以上；medium_company企业经验：5年以上。项目经验：小型项目1个，中型项目3个，大型项目1个。,通过,通过,通过,False
resume_76b8b2edb7ac9f82,9affe359c6a31dce9325,revised_with_original_label_audit,test,算法工程师,专科,普通高校,计算机类,无,"[{""company_size"":""large_company"",""duration"":""3―5年""}]","{""small"":1,""medium"":8,""large"":2}","{""programming_language"":[""Python"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""TensorFlow/PyTorch"",""Hadoop/Spark"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""JavaScript"",""SQL"",""Go"",""Pandas"",""NumPy"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""掌握"",""JavaScript"":""熟练"",""SQL"":""了解"",""Go"":""掌握"",""Pandas"":""掌握"",""NumPy"":""掌握"",""TensorFlow"":""掌握"",""PyTorch"":""掌握"",""Hadoop"":""了解"",""Spark"":""了解"",""Tableau"":""掌握"",""Power BI"":""掌握"",""FineBI"":""掌握""}",意向岗位：算法工程师。学历：专科。专业：计算机类。英语水平：无。技能：Python（掌握）、JavaScript（熟练）、SQL（了解）、Go（掌握）、Pandas（掌握）、NumPy（掌握）、TensorFlow（掌握）、PyTorch（掌握）、Hadoop（了解）、Spark（了解）、Tableau（掌握）、Power BI（掌握）、FineBI（掌握）。工作经验：large_company企业经验：3―5年。项目经验：小型项目1个，中型项目8个，大型项目2个。,通过,不通过,通过,True
resume_50f2b8f99e9569c3,e43838d95db382c997ba,revised_with_original_label_audit,dev,测试工程师,本科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""5年以上""}]","{""small"":5,""medium"":5,""large"":0}","{""programming_language"":[""Python"",""Java"",""SQL""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[],""testing"":[""Selenium"",""JMeter"",""Postman""]}","[""Python"",""Java"",""SQL"",""Selenium"",""JMeter"",""Postman""]","{""Python"":""熟练"",""Java"":""熟练"",""SQL"":""了解"",""Selenium"":""精通"",""JMeter"":""掌握"",""Postman"":""掌握""}",意向岗位：测试工程师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Python（熟练）、Java（熟练）、SQL（了解）、Selenium（精通）、JMeter（掌握）、Postman（掌握）。工作经验：small_company企业经验：5年以上。项目经验：小型项目5个，中型项目5个，大型项目0个。,不通过,通过,不通过,True
resume_d0dcff8c8d8aae81,5e2569f51e9af15b2f0e,revised_with_original_label_audit,dev,数据工程师,本科,普通高校,非计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":7,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""JavaScript"",""SQL""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""TensorFlow/PyTorch"",""Hadoop/Spark"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""JavaScript"",""SQL"",""MySQL"",""MongoDB"",""Pandas"",""NumPy"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""熟练"",""JavaScript"":""精通"",""SQL"":""掌握"",""MySQL"":""精通"",""MongoDB"":""熟练"",""Pandas"":""掌握"",""NumPy"":""掌握"",""TensorFlow"":""掌握"",""PyTorch"":""掌握"",""Hadoop"":""熟练"",""Spark"":""熟练"",""Tableau"":""精通"",""Power BI"":""精通"",""FineBI"":""精通""}",意向岗位：数据工程师。学历：本科。专业：非计算机类。英语水平：英语四级。技能：Python（熟练）、JavaScript（精通）、SQL（掌握）、MySQL（精通）、MongoDB（熟练）、Pandas（掌握）、NumPy（掌握）、TensorFlow（掌握）、PyTorch（掌握）、Hadoop（熟练）、Spark（熟练）、Tableau（精通）、Power BI（精通）、FineBI（精通）。工作经验：small_company企业经验：1―3年。项目经验：小型项目7个，中型项目0个，大型项目0个。,通过,通过,通过,False
resume_818918f4001d4798,48cf42531edde3d906e1,revised_with_original_label_audit,test,数据分析师,本科,211高校,计算机类,英语四级,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB"",""Redis""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""MySQL"",""MongoDB"",""Redis"",""Pandas"",""NumPy"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""熟练"",""Java"":""熟练"",""JavaScript"":""精通"",""SQL"":""熟练"",""Go"":""了解"",""MySQL"":""掌握"",""MongoDB"":""精通"",""Redis"":""熟练"",""Pandas"":""掌握"",""NumPy"":""掌握"",""Tableau"":""熟练"",""Power BI"":""熟练"",""FineBI"":""熟练""}",意向岗位：数据分析师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Python（熟练）、Java（熟练）、JavaScript（精通）、SQL（熟练）、Go（了解）、MySQL（掌握）、MongoDB（精通）、Redis（熟练）、Pandas（掌握）、NumPy（掌握）、Tableau（熟练）、Power BI（熟练）、FineBI（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_b65bbd47e160fc64,1df05ad20323458ac339,revised_with_original_label_audit,test,数据分析师,专科,普通高校,非计算机类,无,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":14,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""MySQL"",""MongoDB"",""Pandas"",""NumPy"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""掌握"",""Java"":""掌握"",""JavaScript"":""掌握"",""SQL"":""掌握"",""Go"":""熟练"",""MySQL"":""熟练"",""MongoDB"":""掌握"",""Pandas"":""熟练"",""NumPy"":""熟练"",""Tableau"":""掌握"",""Power BI"":""掌握"",""FineBI"":""掌握""}",意向岗位：数据分析师。学历：专科。专业：非计算机类。英语水平：无。技能：Python（掌握）、Java（掌握）、JavaScript（掌握）、SQL（掌握）、Go（熟练）、MySQL（熟练）、MongoDB（掌握）、Pandas（熟练）、NumPy（熟练）、Tableau（掌握）、Power BI（掌握）、FineBI（掌握）。工作经验：small_company企业经验：1―3年。项目经验：小型项目14个，中型项目0个，大型项目0个。,通过,不通过,通过,True
resume_d58074dde8d749f7,25940d45192aedf1dac4,revised_with_original_label_audit,train,数据分析师,专科,普通高校,计算机类,无,[],"{""small"":0,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""SQL""],""frontend"":[],""backend"":[],""database"":[""MySQL"",""MongoDB""],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""SQL"",""MySQL"",""MongoDB"",""Pandas"",""NumPy"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""掌握"",""Java"":""熟练"",""SQL"":""精通"",""MySQL"":""熟练"",""MongoDB"":""精通"",""Pandas"":""熟练"",""NumPy"":""熟练"",""Tableau"":""熟练"",""Power BI"":""熟练"",""FineBI"":""熟练""}",意向岗位：数据分析师。学历：专科。专业：计算机类。英语水平：无。技能：Python（掌握）、Java（熟练）、SQL（精通）、MySQL（熟练）、MongoDB（精通）、Pandas（熟练）、NumPy（熟练）、Tableau（熟练）、Power BI（熟练）、FineBI（熟练）。工作经验：未填写。项目经验：小型项目0个，中型项目0个，大型项目0个。,不通过,通过,不通过,True
resume_63c154834d143894,22c4141da978d588a952,revised_with_original_label_audit,dev,移动开发工程师,专科,普通高校,非计算机类,无,"[{""company_size"":""small_company"",""duration"":""3―5年""}]","{""small"":11,""medium"":8,""large"":2}","{""programming_language"":[""Python"",""Java"",""SQL""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[],""mobile"":[""Android (Kotlin)"",""iOS (Swift)"",""React Native/Flutter""],""testing"":[]}","[""Python"",""Java"",""SQL"",""Android"",""Kotlin"",""iOS"",""Swift"",""React Native"",""Flutter""]","{""Python"":""了解"",""Java"":""掌握"",""SQL"":""熟练"",""Android"":""掌握"",""Kotlin"":""掌握"",""iOS"":""了解"",""Swift"":""了解"",""React Native"":""熟练"",""Flutter"":""熟练""}",意向岗位：移动开发工程师。学历：专科。专业：非计算机类。英语水平：无。技能：Python（了解）、Java（掌握）、SQL（熟练）、Android（掌握）、Kotlin（掌握）、iOS（了解）、Swift（了解）、React Native（熟练）、Flutter（熟练）。工作经验：small_company企业经验：3―5年。项目经验：小型项目11个，中型项目8个，大型项目2个。,不通过,不通过,不通过,False
resume_28edf81b8aa6d47c,6ce7ae26dcf2e4ae6dbc,revised_with_original_label_audit,test,算法工程师,本科,普通高校,计算机类,英语四级,"[{""company_size"":""small_company"",""duration"":""1―3年""}]","{""small"":11,""medium"":0,""large"":0}","{""programming_language"":[""Python"",""Java"",""JavaScript"",""SQL"",""Go""],""frontend"":[],""backend"":[],""database"":[],""cloud_devops"":[],""data_ai"":[""Pandas/Numpy"",""TensorFlow/PyTorch"",""Hadoop/Spark"",""Tableau/Power BI/FineBI""],""mobile"":[],""testing"":[]}","[""Python"",""Java"",""JavaScript"",""SQL"",""Go"",""Pandas"",""NumPy"",""TensorFlow"",""PyTorch"",""Hadoop"",""Spark"",""Tableau"",""Power BI"",""FineBI""]","{""Python"":""了解"",""Java"":""精通"",""JavaScript"":""熟练"",""SQL"":""精通"",""Go"":""掌握"",""Pandas"":""了解"",""NumPy"":""了解"",""TensorFlow"":""熟练"",""PyTorch"":""熟练"",""Hadoop"":""熟练"",""Spark"":""熟练"",""Tableau"":""精通"",""Power BI"":""精通"",""FineBI"":""精通""}",意向岗位：算法工程师。学历：本科。专业：计算机类。英语水平：英语四级。技能：Python（了解）、Java（精通）、JavaScript（熟练）、SQL（精通）、Go（掌握）、Pandas（了解）、NumPy（了解）、TensorFlow（熟练）、PyTorch（熟练）、Hadoop（熟练）、Spark（熟练）、Tableau（精通）、Power BI（精通）、FineBI（精通）。工作经验：small_company企业经验：1―3年。项目经验：小型项目11个，中型项目0个，大型项目0个。,通过,通过,通过,False
